idArt,Author,Title,Abstract,Year
414,"Kao YC,Zhang L,Sung YS,Suurmeijer AJ,Antonescu CR",Novel EWSR1-SMAD3 Gene Fusions in a Group of Acral Fibroblastic Spindle Cell Neoplasms.,"Benign/low grade fibroblastic tumors encompass a broad spectrum of tumors with different morphologies and molecular genetic abnormalities. However, despite significant progress in recent genomic characterization, there are still tumors in this histologic spectrum that are difficult to classify, lacking known molecular characteristics. Triggered by a challenging congenital spindle cell neoplasm arising in the heel of a 1 year-old boy, we applied RNA sequencing for genetic discovery and identified a novel EWSR1-SMAD3 gene fusion. Based on the index case superficial acral location and fibroblastic appearance with a non-specific immunophenotype, we searched our files for similar cases and screened them by FISH for these abnormalities. Thus an identical EWSR1-SMAD3 fusion was identified in 2 additional spindle cell tumors with similar clinicopathological features. Both cases occurred in the feet of adult women (58 and 61 years old) and were characterized by distinctive nodular growth with zonation pattern of peripheral hypercellular areas arranged in short fascicles, transitioning to hypocellular central areas of hyalinization and infarction. Focal stippled calcification in the collagenous area was present in one case. All 3 tumors had similar immunoprofiles, being negative for SMA, CD34, CD31 and S100, but showing consistent ERG positivity of uncertain significance. Follow-up information was available in 2 patients who developed local recurrences after incomplete initial excisions, at 5 and 14 months, respectively. None developed metastatic disease. In summary, we report a group of locally recurrent superficial acral tumors, characterized by bland spindle cell fascicular growth, occasional zonation pattern, ERG positivity, and recurrent EWSR1-SMAD3 gene fusions.",2018 Apr
415,"Zwakenberg SR,van der Schouw YT,Schalkwijk CG,Spijkerman AMW,Beulens JWJ",Bone markers and cardiovascular risk in type 2 diabetes patients.,"Background: Vascular calcifications are associated with a three- to fourfold increased risk of cardiovascular disease (CVD) and are highly prevalent in type 2 diabetes patients. Emerging evidence indicates that vascular calcification is a process of active bone formation regulated by stimulators and inhibitors of calcification. Therefore, this study aimed to evaluate whether six bone markers are associated with CVD risk in patients with type 2 diabetes. Methods: We used data of a case-cohort study, nested in the EPIC-NL cohort, comprising 134 CVD cases and a random subcohort of 218 participants, all with type 2 diabetes at baseline. Six bone markers (osteocalcin, osteopontin, osteonectin, osteoprotegerin, alkaline phosphatase and sclerostin) were measured in baseline plasma samples with multiplex assays and information on CVD events was obtained. The association of bone makers with CVD risk was evaluated using Cox proportional hazard analyses. Results: Higher concentrations of plasma osteopontin were associated (ptrend < 0.01) with an increased CVD risk with a hazard ratio of 2.00 (95%-CI 1.20–3.35) for the highest versus the lowest quartile in a multivariable adjusted model. The other bone markers were not associated with CVD risk. Conclusions: Higher osteopontin concentrations were associated with an increased CVD risk in type 2 diabetes patients. No consistent associations were found for the other five bone markers and risk of CVD in type 2 diabetes patients. Electronic supplementary material: The online version of this article (10.1186/s12933-018-0691-2) contains supplementary material, which is available to authorized users.",2018
416,"Sun B,Lv Y,Xing D,Li J",Imaging performance and clinical value of contrast-enhanced ultrasonography and computed tomography in the diagnosis of liver cancer.,"The imaging performance and clinical value of contrast-enhanced ultrasonography (CEUS) combined with CT in diagnosis of liver cancer were investigated. A total of 426 liver cancer patients treated in Yuhuangding Hospital (Yantai, China) from February 2011 to May 2016 were selected. Among them, 222 patients underwent CEUS examination, 204 patients underwent CT examination, and 102 patients underwent CEUS combined with CT examination. Sensitivity and specificity of the three methods were examined. CT showed a low density in 92.6% of patients (189 patients) and a high-low hybrid density in 6.4% (13 patients), with calcification seen in 2.5% of patients (5 patients) and bleeding in 3.4% (7 patients). Lesions: 76.5% (156 cases) of patients with multiple type, 23.5% (48 cases) with single type. CEUS showed overall enhancement in 53.2% patients (118 cases), heterogenous enhancement in 16.7% (37 cases), peripheral enhancement in 18.9% of patients (42 cases), necrosis of liquefaction in 11.3% (25 cases). In 65.3% (145 cases) of patients, the portal venous phase and the delayed phase showed a low enhancement, while 34.7% (77 cases) showed no enhancement. The sensitivity and specificity rates of CEUS combined with CT detection of liver cancer were 87.8, 88.2 and 94.1%, respectively. The ROC curve analysis showed that the sensitivity and specificity of CEUS in the diagnosis of liver cancer were 76.8 and 78.9%, respectively. The sensitivity and specificity of CT were 81.2 and 85.5%, respectively. The sensitivity and specificity of CEUS combined with CT were 90.4 and 92.7%, respectively. CEUS combined with CT detection can make-up for the deficiencies of each other and effectively improve the coincidence rate of liver cancer diagnosis, which can be used as an effective examination method for the diagnosis of liver cancer.",2018 May
417,"Richards JM,Kunitake JAMR,Hunt HB,Wnorowski AN,Lin DW,Boskey AL,Donnelly E,Estroff LA,Butcher JT",Crystallinity of Hydroxyapatite Drives Myofibroblastic Activation and Calcification in Aortic Valves.,"Calcific aortic valve disease (CAVD) is an inexorably degenerative pathology characterized by progressive calcific lesion formation on the valve leaflets. The interaction of valvular cells in advanced lesion environments is not well understood yet highly relevant as clinically detectable CAVD exhibits calcifications composed of non-stoichiometric hydroxyapatite (HA). In this study, Fourier transform infrared spectroscopic imaging was used to spatially analyze mineral properties as a function of disease progression. Crystallinity (size and perfection) increased with increased valve calcification. To study the relationship between crystallinity and cellular behavior in CAVD, valve cells were seeded into 3D mineral-rich collagen gels containing synthetic HA particles, which had varying crystallinities. Lower crystallinity HA drove myofibroblastic activation in both valve interstitial and endothelial cells, as well as osteoblastic differentiation in interstitial cells. Additionally, calcium accumulation within gels depended on crystallinity, and apoptosis was insufficient to explain differences in HA-driven cellular activity. The protective nature of endothelial cells against interstitial cell activation and calcium accumulation was completely inhibited in the presence of less crystalline HA particles. Elucidating valve cellular behavior post-calcification is of vital importance to better predict and treat clinical pathogenesis, and mineral-containing hydrogel models provide a unique 3D platform to evaluate valve cell responses to a later stage of valve disease.",2018 Apr 15
418,"Wen J,Zhao Z,Huang L,Li L,Li J,Zeng Y,Wu J,Miao Y",Switch of the ovarian cancer cell to a calcifying phenotype in the calcification of ovarian cancer.,"Objective: The main aim of this study was to study swith of the ovarian cancer cell to a calcifying phenotype in the formation of calcification in ovarian cancer, and to offer some help for ovarian cancer's diagnosis and differentiation therapy.Methods: The mineralization of ovarian cancer cell lines SKOV3 was induced via calcification medium for 21 d in vitro. Alizarin red staining, von kossa staining, calcein fluorescence staining and ALP activity detection were used to identify mineralization in calcification model of ovarian cancer. Also, the changes of ultrastructure and the mineralization biomarkers after the induction of calcification medium were investigated by transmission electron microscopy and western blot, respectively. The SKOV3 cells migration behavior after the induction of calcification medium was evaluated by using transwell assay and scratch wound. Finally, mineralization biomarkers were verified in 40 cases of calcified ovarian cancer specimens and matched 40 non-calcified ovarian cancer tissues.Results: Classical calcium salt detection methods confirmed that the culture of SKOV3 cells in calcification medium was an appropriate ovarian cancer calcification model in vitro. Transmission electron microscopy and western blot revealed respectively the presence of cells with morphological characteristics of osteoblasts and the upregulation of mineralization biomarkers expression in treatment group. Transwell assay and scratch wound showed the decreased SKOV3 cell migration in treatment group. In specimens, the calcification occurred predominantly in well-differentiated carcinomas and the expression of the BMP2 and OPN elevated in calcified group.Conclusion: Our study showed that the switch of the ovarian cancer cell to a calcifying phenotype in the formation of calcification in ovarian cancer. The calcified phenotypic transformation may inform the new prospective in ovarian cancer therapy.",2018
419,"Strudley CJ,Young KC,Warren LM",Mammography cancer detection: comparison of single 8MP and pair of 5MP reporting monitors.,"Objective:: To compare breast cancer detection using a single 8MP display with using a standard pair of 5MP monitors. Methods:: An observer study was carried out in which mammograms were read using full field views only, and again with the additional use of magnified quadrant views. Seven observers read 300 cases, one view per breast, using each display type. Cases comprised 100 normal cases and 200 cases with cancers of subtle or very subtle appearance: 100 with malignant calcification clusters and 100 with non-calcified lesions. JAFROC software was used to analyse the results. Results:: When mammograms were viewed full field only, observers performed better (p = 0.050) in detecting malignant calcification clusters when using the pair of 5MP monitors compared with a single 8MP monitor. This result became non-significant when results were generalised to a population of readers. Performance in detecting calcification clusters was improved by using quadrant view in addition to full field view when using either the pair of 5MP monitors or the 8MP monitor. There was no significant difference in detection of all types of cancer between the pair of 5MP monitors and the 8MP monitor when quadrant zoom was used. Conclusion:: Providing quadrant view is used in addition to full field view, there is no significant difference in cancer detection between the 8MP monitor and the pair of 5MP monitors. Advances in knowledge:: Effect of magnification on the detectability of subtle malignant calcification clusters in breast screening.",2018 Oct
420,"Yang Y,Sun Y,Chen J,Bradley WE,Dell’Italia LJ,Wu H,Chen Y",AKT-independent activation of p38 MAP kinase promotes vascular calcification.,"Vascular calcification is prevalent in patients with atherosclerosis, and oxidative stress promotes pathogenesis of atherosclerosis. We have previously reported that activation of AKT by oxidative stress induces vascular calcification. Using sodium dichloroacetate (DCA), a previously reported small molecule inhibitor of AKT, the present studies uncovered an AKT-independent mechanism in regulating vascular calcification.We found that DCA dose-dependently induced calcification of vascular smooth muscle cells (VSMC) in vitro and aortic rings ex vivo. Furthermore, DCA markedly enhanced vascular calcification in atherosclerotic ApoE knockout mice in vivo. DCA-induced VSMC calcification was associated with increased Runx2, but not via activation of AKT, a key upstream signal that upregulates Runx2 during VSMC calcification. In contrast, DCA inhibited AKT activation and induced activation of p38 MAPK in calcified atherosclerotic lesions in vivo and calcified VSMC in vitro. Using a pharmacological inhibitor and shRNA for p38 MAPK, we demonstrated that inhibition of p38 MAPK blocked DCA-induced Runx2 upregulation and VSMC calcification. Furthermore, Runx2 deletion attenuated DCA-induced VSMC calcification. Immunoprecipitation analysis revealed association of p38 MAPK with Runx2, which was enhanced by DCA treatment. Knockdown p38 MAPK inhibited DCA-induced Runx2 transactivity, supporting the function of p38 MAPK in regulating Runx2 transactivity.Our studies have uncovered a new function of DCA in regulating vascular calcification, via AKT-independent activation of p38 MAPK. Furthermore, we have identified novel interaction between p38 MAPK and Runx2 enhances Runx2 transactivity, thus promoting VSMC calcification. These results revealed a novel signaling mechanism underlying DCA-induced vascular calcification, and offer opportunities to identify new therapeutic targets.",2018 Jun
421,"Phillips WJ,Johnson C,Law A,Turek M,Small AR,Inacio JR,Dent S,Ruddy T,Beanlands RS,Chow BJ,Small GR",Reporting of coronary artery calcification on chest CT studies in breast cancer patients at high risk of cancer therapy related cardiac events.,Background: The identification of coronary artery calcification (CAC) detected coincidentally on chest CT exams could assist in cardiovascular risk assessment but may not be reported consistently on clinical studies. Cardiovascular risk factor stratification is important to predict short term cardiac events during cancer therapy and long term cardiac event free survival in cancer patients. We sought to determine the prevalence of CAC and clinical reporting rates in a cohort of cancer patients at high risk of cancer therapy related cardiac events. Methods: 408 Breast cancer patients who were referred to a cardiac oncology clinic were screened. Inclusion criteria included having had a CT chest and the absence of known coronary disease. Among those screened 263 patients were included in the study. Results: CAC was identified in 70 patients (26%). CAC was reported in 18% of studies. The reporting rates of CAC increased with the extent of coronary calcification (p < 0.01) and increased during the period of the study (p < 0.05). Conclusions: CAC was commonly detected on chest CT studies in this observational study of breast cancer patients at high risk of cardiac oncology events. The presence of CAC was often not reported clinically but reporting rates have increased over time. Recent SCCT/STR guidelines recommend reporting the presence of CAC on routine chest CT scans in recognition of the importance of CAC as a predictor of cardiovascular events. Reporting of CAC on chest CTs may help to further risk stratify breast cancer patients and improve cardiovascular outcomes in this vulnerable population.,2018 Mar
422,"Diao G,Yuan A",A Class of Semiparametric Cure Models with Current Status Data: Cure Models with Current Status Data.,"Current status data occur in many biomedical studies where we only know whether the event of interest occurs before or after a particular time point. In practice, some subjects may never experience the event of interest, i.e., a certain fraction of the population is cured or is not susceptible to the event of interest. We consider a class of semiparametric transformation cure models for current status data with a survival fraction. This class includes both the proportional hazards and the proportional odds cure models as two special cases. We develop efficient likelihood-based estimation and inference procedures. We show that the maximum likelihood estimators for the regression coefficients are consistent, asymptotically normal, and asymptotically efficient. Simulation studies demonstrate that the proposed methods perform well in finite samples. For illustration, we provide an application of the models to a study on the calcification of the hydrogel intraocular lenses.",2019 Jan
423,"Iqbal J,El-Gamal MI,Ejaz SA,Lecka J,Sévigny J,Oh CH",Tricyclic coumarin sulphonate derivatives with alkaline phosphatase inhibitory effects: in vitro and docking studies.,"Tissue-nonspecific alkaline phosphatase (TNAP) is an important isozyme of alkaline phosphatases, which plays different pivotal roles within the human body. Most importantly, it is responsible for maintaining the balanced ratio of phosphate and inorganic pyrophosphate, thus regulates the extracellular matrix calcification during bone formation and growth. The elevated level of TNAP has been linked to vascular calcification and end-stage renal diseases. Consequently, there is a need to search for highly potent and selective inhibitors of alkaline phosphatases (APs) for treatment of disorders associated with the over-expression of APs. Herein, a series of tricyclic coumarin sulphonate 1a-za with known antiproliferative activity, was evaluated for AP inhibition against human tissue nonspecific alkaline phosphatase (h-TNAP) and human intestinal alkaline phosphatase (h-IAP). The methylbenzenesulphonate derivative 1f (IC50 = 0.38 ± 0.01 μM) was found to be the most active h-TNAP inhibitor. Another 4-fluorobenzenesulphonate derivative 1i (IC50 = 0.45 ± 0.02 μM) was found as the strongest inhibitor of h-IAP. Some of the derivatives were also identified as highly selective inhibitors of APs. Detailed structure-activity relationship (SAR) was investigated to identify the functional groups responsible for the effective inhibition of AP isozymes. The study was also supported by the docking studies to rationalise the most possible binding site interactions of the identified inhibitors with the targeted enzymes.",2018
424,"Bos D,Leening MJG",Leveraging the coronary calcium scan beyond the coronary calcium score.,"Abstract: Non-contrast cardiac computed tomography in order to obtain the coronary artery calcium score has become an established diagnostic procedure in the clinical setting, and is commonly employed in clinical and population-based research. This state-of-the-art review paper highlights the potential gain in information that can be obtained from the non-contrast coronary calcium scans without any necessary modifications to the scan protocol. This includes markers of cardio-metabolic health, such as the amount of epicardial fat and liver fat, but also markers of general health including bone density and lung density. Finally, this paper addresses the importance of incidental findings and of radiation exposure accompanying imaging with non-contrast cardiac computed tomography. Despite the fact that coronary calcium scan protocols have been optimized for the visualization of coronary calcification in terms image quality and radiation exposure, it is important for radiologists, cardiologists and medical specialists in the field of preventive medicine to acknowledge that numerous additional markers of cardio-metabolic health and general health can be readily identified on a coronary calcium scan. Key Points: • The coronary artery calcium score substantially increased the use of cardiac CT.• Cardio-metabolic and general health markers may be derived without changes to the scan protocol.• Those include epicardial fat, aortic valve calcifications, liver fat, bone density, and lung density.• Clinicians must be aware of this potential additional yield from non-contrast cardiac CT.",2018
425,"Itoh S,Mizuno K,Aikawa M,Aikawa E",Dimerization of sortilin regulates its trafficking to extracellular vesicles.,"Extracellular vesicles (EVs) play a critical role in intercellular communication by transferring microRNAs, lipids, and proteins to neighboring cells. Sortilin, a sorting receptor that directs target proteins to the secretory or endocytic compartments of cells, is found in both EVs and cells. In many human diseases, including cancer and cardiovascular disorders, sortilin expression levels are atypically high. To elucidate the relationship between cardiovascular disease, particularly vascular calcification, and sortilin expression levels, we explored the trafficking of sortilin in both the intracellular and extracellular milieu. We previously demonstrated that sortilin promotes vascular calcification via its trafficking of tissue-nonspecific alkaline phosphatase to EVs. Although recent reports have noted that sortilin is regulated by multiple post-translational modifications, the precise mechanisms of sortilin trafficking still need to be determined. Here, we show that sortilin forms homodimers with an intermolecular disulfide bond at the cysteine 783 (Cys783) residue, and because Cys783 can be palmitoylated, it could be shared via palmitoylation and an intermolecular disulfide bond. Formation of this intermolecular disulfide bond leads to trafficking of sortilin to EVs by preventing palmitoylation, which further promotes sortilin trafficking to the Golgi apparatus. Moreover, we found that sortilin-derived propeptide decreased sortilin homodimers within EVs. In conclusion, sortilin is transported to EVs via the formation of homodimers with an intermolecular disulfide bond, which is endogenously regulated by its own propeptide. Therefore, we propose that inhibiting dimerization of sortilin acts as a new therapeutic strategy for the treatment of EV-associated diseases, including vascular calcification and cancer.",2018 Mar 23
426,"Suhail Z,Denton ERE,Zwiggelaar R",Classification of micro-calcification in mammograms using scalable linear Fisher discriminant analysis.,"Breast cancer is one of the major causes of death in women. Computer Aided Diagnosis (CAD) systems are being developed to assist radiologists in early diagnosis. Micro-calcifications can be an early symptom of breast cancer. Besides detection, classification of micro-calcification as benign or malignant is essential in a complete CAD system. We have developed a novel method for the classification of benign and malignant micro-calcification using an improved Fisher Linear Discriminant Analysis (LDA) approach for the linear transformation of segmented micro-calcification data in combination with a Support Vector Machine (SVM) variant to classify between the two classes. The results indicate an average accuracy equal to 96% which is comparable to state-of-the art methods in the literature.Graphical AbstractClassification of Micro-calcification in Mammograms using Scalable Linear Fisher Discriminant Analysis",2018
427,"Lee KM,Lee JE,Cha ES,Chung J,Kim JH,Moon BI",Dystrophic Calcifications in the Breast from Secondary Hyperparathyroidism.,"Background: Soft tissue calcification is common in patients with secondary hyperparathyroidism who have received long-term treatment with hemodialysis. However, calcifications in the breast parenchyma are not common. We report a case of a woman with dystrophic breast calcifications from secondary hyperparathyroidism. Case Report: A 65-year-old woman presented with a palpable mass in her right breast which she had discovered 1 month ago. She had a medical history of end-stage renal disease. Mammography and ultrasound revealed large dystrophic calcifications in both breasts. Core needle biopsy was performed for calcifications in the right breast, and the pathologic diagnosis was dystrophic calcification in the stroma from secondary hyperparathyroidism. Conclusion: Reviewing our case will contribute to a fast and correct diagnosis in patients with dystrophic breast calcifications and lab results indicating secondary hyperparathyroidism, and will help discriminate these benign lesions from malignancies.",2018 Mar
428,"Kawada S,Nagasawa Y,Kawabe M,Ohyama H,Kida A,Kato-Kogoe N,Nanami M,Hasuike Y,Kuragano T,Kishimoto H,Nakasho K,Nakanishi T","Iron-induced calcification in human aortic vascular smooth muscle cells through interleukin-24 (IL-24), with/without TNF-alpha.","In CKD patients, arteriosclerotic lesions, including calcification, can occur in vascular smooth muscle cells in a process called Moenckeberg’s medial arteriosclerosis. Iron overload induces several complications, including the acceleration of arteriosclerosis. However, the relationship between Moenckeberg’s arteriosclerosis in vascular smooth muscle cells and iron accumulation has remained unknown. We tested the accelerated effect of iron on calcification in cultured human aortic vascular smooth muscle cells (HASMCs). After establishment of this model, we performed a microarray analysis using mRNA from early stage culture HASMCs after iron stimulation with or without TNF-alpha stimulation. The role of interleukin-24 (IL-24) was confirmed from candidate genes that might contribute to calcification. HASMCs demonstrated calcification induced by iron and TNF-alpha. Calcification of HASMCs was synergistically enhanced by stimulation with both iron and TNF-alpha. In the early phase of calcification, microarray analysis revealed up-regulation of IL-24. Stimulation of HASMCs by IL-24 instead of iron induced calcification. The anti-IL-24 antibody reversed the effect of IL-24, supporting the important role of IL-24 in HASMCs calcification. In conclusion, iron-induced calcification in vascular smooth muscle cells occurred via IL-24, IL-24 was increased during the calcification process induced by iron, and IL-24 itself caused calcification in the absence of iron.",2018
429,"Dahlberg S,Ede J,Schurgers L,Vermeer C,Kander T,Klarin B,Schött U",Desphospho-Uncarboxylated Matrix-Gla Protein Is Increased Postoperatively in Cardiovascular Risk Patients.,"Background: Matrix Gla protein (MGP) is an extrahepatic protein that is dependent on glutamate carboxylation, a vitamin K-dependent process. Its dysfunctional form, desphospho-uncarboxylated-MGP, has been associated with increased arterial calcification and stiffness. The aim of this study was to measure the degree of postoperative carboxylation of MGP and two other Gla proteins in patients scheduled for abdominal or orthopaedic surgery. Methods: Forty patients undergoing abdominal or orthopaedic surgery were included. Blood samples were collected preoperatively and four days after the surgery. Desphospho-carboxylated MGP (dp-cMGP), desphospho-uncarboxylated MGP (dp-ucMGP), carboxylated osteocalcin (OC) (cOC), uncarboxylated OC (ucOC), and uncarboxylated prothrombin (PIVKA-II) were analysed. Results: Preoperatively, 29 patients had dp-ucMGP levels above the reference values. Patients with pre-existing cardiovascular comorbidities had higher dp-ucMGP preoperatively compared with patients with no record of cardiovascular disease. Postoperatively, this number increased to 36 patients, and median dp-ucMGP levels increased (p < 0.0001) and correlated to a PIVKA-II increase (r = 0.44). On the other hand, dp-cMGP levels did not significantly alter. Decreased levels of ucOC and cOC were seen after surgery (p = 0.017 and p = 0.0033, respectively). Comorbidities, possible nutritional defects, and complications affecting Gla protein activity and function were identified. Conclusions. Dp-ucMGP was high preoperatively, and had further increased postoperatively. This pattern was linked to several comorbidities, possible nutritional defects, and postoperative complications, which motivates further research about potential interactions between perioperative corrective treatments with vitamin K supplements, cardiovascular biomarkers, and incidents of stroke and myocardial infarction events.",2018 Jan
430,"Chianca V,Albano D,Messina C,Midiri F,Mauri G,Aliprandi A,Catapano M,Carlo Pescatori L,Giuseppe Monaco C,Gitto S,Pisani Mainini A,Corazza A,Rapisarda S,Pozzi G,Barile A,Masciocchi C,Maria Sconfienza L",Rotator cuff calcific tendinopathy: from diagnosis to treatment.,"Rotator cuff calcific tendinopathy (RCCT) is a very common condition caused by the presence of calcific deposits in the rotator cuff (RC) or in the subacromial-subdeltoid (SASD) bursa when calcification spreads around the tendons. The pathogenetic mechanism of RCCT is still unclear. It seems to be related to cell-mediated disease in which metaplastic transformation of tenocytes into chondrocytes induces calcification inside the tendon of the RC. RCCT is a frequent finding in the RC that may cause significant shoulder pain and disability. It can be easily diagnosed with imaging studies as conventional radiography (CR) or ultrasound (US). Conservative management of RCCT usually involves rest, physical therapy, and oral NSAIDs administration. Imaging-guided treatments are currently considered minimally-invasive, yet effective methods to treat RCCT with about 80% success rate. Surgery remains the most invasive treatment option in chronic cases that fail to improve with other less invasive approaches. (www.actabiomedica.it)",2018
431,"Hazarika M,Mahanta LB",A New Breast Border Extraction and Contrast Enhancement Technique with Digital Mammogram Images for Improved Detection of Breast Cancer.,"Purpose:: Breast cancer can be cured if diagnosed early, with digital mammography which is one of the most effective imaging modalities for early detection. However mammogram images often come with low contrast, high background noises and artifacts, making diagnosis difficult. The purpose of this research is to preprocess mammogram images to improve results with a computer aided diagnosis system. The focus is on three preprocessing methods: a breast border segmentation method; a contrast enhancement method; and a pectoral muscle removal method. Methods:: The proposed breast border extraction method employs a threshold based segmentation technique along with a combination of morphological operations. The contrast enhancement method presented here is divided into two phages. In phase I, a bi-level histogram modification technique is applied to enhance the image globally and in phase II a non-linear filter based on local mean and local standard deviation for each pixel is applied to the histogram modified image. The pectoral muscle removal method discussed here is implemented by applying a region growing algorithm. Results:: The proposed techniques are tested with the Mini MIAS dataset. The breast border extraction method is applied to 322 images and achieved 98.7% segmentation accuracy. The contrast enhancement method is evaluated based on quantitative measures like measure of enhancement, absolute mean brightness error, combined enhancement measure and discrete entropy. The proposed contrast enhancement method when applied to 14 images with different types of masses, the quantitative measures showed an optimum level of contrast enhancement compared to other enhancement methods with preservation of local detail. Removal of the pectoral muscle from MLO mammogram images reduced the search region while identifying abnormalities like masses and calcification. Conclusions:: The preprocessing steps proposed here show promising results in terms of both qualitative and quantitative analysis.",2018
432,"Kundu ZS,Sen R,Dhiman A,Sharma P,Siwach R,Rana P",Effect of Intravenous Zoledronic Acid on Histopathology and Recurrence after Extended Curettage in Giant Cell Tumors of Bone: A Comparative Prospective Study.,"Background:: Giant cell tumor (GCT) of the bone is known for its locally aggressive behavior and tendency to recur. It is an admixture of rounded or spindle-shaped mononuclear neoplastic stromal cells and multinucleated osteoclast-like giant cells with their proportionate dispersion among the former. Zoledronic acid (a bisphosphonate) is being used in various cancers such as myelomas and metastasis, for osteoporosis with an aim to reduce the resorption of bone, and as an adjuvant treatment for the management of GCT of bone for reduction of local recurrence. We have carried out a prospective comparative study to assess the effect of intravenous infusion of zoledronic acid on histopathology and recurrence of GCT of bone. Materials and Methods:: The study was carried out in the biopsy proven GCTs in 37 patients; 15 males and 22 females, in the age range from 17 to 55 years. They were treated with extended curettage. Of these 37 patients, 18 were given three doses of 4 mg zoledronic acid infusion at 3-week intervals and extended curettage was performed 2 weeks after the last infusion whereas the other 19 were treated with extended curettage without zoledronic infusion. The post infusion histopathology of the curetted material was compared with the histopathology of initial biopsy. All the patients were evaluated at 3-month intervals for the first 2 years and then six monthly thereafter, for local recurrence and functional outcome of limb using the Musculoskeletal Tumor Society (MSTS) score. Results:: In postzoledronic infusion cases, the histopathology of samples showed abnormal stromal cells secreting matrix leading to fibrosis and calcification. The type of fibrosis and calcification was different from pathological calcification and fibrosis what is usually observed. There was a good marginalization and solidification of tumors which made surgical curettage easier in six cases in the study group. There was noticeable reduction in the number of giant cells and alteration in morphology of stromal cells to the fibroblastic-fibrocytic series type in comparison to preinfusion histopathology. Recurrence occurred in one case out of 18 patients in infusion group whereas in four cases among 19 patients in control group. The functional results were assessed, and the overall average MSTS score was 27.50 (range 24–30) and 27.00 (range 23.50–30) in the study and control groups, respectively. Conclusions:: We observed that bisphosphonates reduce osteoclast activity and affects stromal cells in GCT, resulting in the reduction of their numbers and noticeable apoptosis. This results in better marginalization of the lesions and reduced recurrence. Extended curettage of friable GCT became easier and adequate which otherwise might not have been possible.",2018 Jan-Feb
433,"Miyauchi A,Ito Y,Oda H",Insights into the Management of Papillary Microcarcinoma of the Thyroid.,"Background: Rapid increases in the incidence of thyroid carcinoma with stable mortality rates from thyroid carcinoma have been reported from many countries, and these increases are thought to be due mostly to the increased detection of small papillary thyroid carcinomas (PTCs), including papillary microcarcinomas (PMCs; i.e., PTCs ≤10 mm). Some researchers have suggested that small PTCs have been overdiagnosed and overtreated. In Japan, the active surveillance of patients with low-risk PMCs was initiated by Kuma Hospital (1993) and Tokyo's Cancer Institute Hospital (1995) based on the extremely higher incidences of both latent thyroid carcinomas in autopsy studies and small PTCs detected in mass screening studies using ultrasound examinations compared to the prevalence of clinical thyroid carcinomas.Methods: The above two institutions' data are summarized regarding the active surveillance of low-risk PMCs, and future prospects for their management are discussed.Results: At 10-year observations in the Kuma Hospital series of 1235 patients, only 8% and 3.8% of the PMC patients showed size enlargement by ≥3 mm and the novel appearance of node metastasis, respectively. In contrast to clinical PTC, PMCs are most unlikely to grow in older patients (≥60 years). In the Kuma Hospital series, the 974 patients who underwent immediate surgery had significantly higher incidences of unfavorable events than the 1179 patients who chose active surveillance. The total cost of immediate surgery, including the costs for salvage surgery and postoperative care for 10 years, was 4.1 times the total cost of 10-year management by active surveillance. Only 8% of the 51 PMC patients showed tumor enlargement during pregnancy, and the rescue surgeries after delivery were successful. In the Cancer Institute Hospital series of 230 patients with 300 lesions, only 7% and 1% of the patients showed size enlargement and novel node metastasis, respectively, and that institution's analysis also revealed that macroscopic or rim calcification and poor vascularity were correlated with non-progressing disease. In both series, none of the patients who underwent rescue surgery after progression signs were detected showed significant recurrence or died of PTC.Conclusion: Active surveillance of low-risk PMC can be the first-line management. Interestingly, older patients with low-risk PMCs are the best candidates for active surveillance.",2018 Jan 01
434,"Jansen F,Li Q,Pfeifer A,Werner N",Endothelial- and Immune Cell-Derived Extracellular Vesicles in the Regulation of Cardiovascular Health and Disease.,"Intercellular signaling by extracellular vesicles (EVs) is a route of cell-cell crosstalk that allows cells to deliver biological messages to specific recipient cells. EVs convey these messages through their distinct cargoes consisting of cytokines, proteins, nucleic acids, and lipids, which they transport from the donor cell to the recipient cell. In cardiovascular disease (CVD), endothelial- and immune cell-derived EVs are emerging as key players in different stages of disease development. EVs can contribute to atherosclerosis development and progression by promoting endothelial dysfunction, intravascular calcification, unstable plaque progression, and thrombus formation after rupture. In contrast, an increasing body of evidence highlights the beneficial effects of certain EVs on vascular function and endothelial regeneration. However, the effects of EVs in CVD are extremely complex and depend on the cellular origin, the functional state of the releasing cells, the biological content, and the diverse recipient cells. This paper summarizes recent progress in our understanding of EV signaling in cardiovascular health and disease and its emerging potential as a therapeutic agent.",2017 Dec
